"type","horse","CO2"
"guards",329,212.98
"guards",329,357.58
"guards",329,229.55
"guards",329,349.99
"guards",329,223.8
"guards",329,371.53
"guards",329,238.95
"guards",302,293.7
"guards",302,221.95
"guards",402,414.86
"guards",402,250.25
"guards",402,404.38
"guards",402,242.05
"guards",550,441.43
"guards",550,276.29
"guards",577,465.22
"guards",577,288.75
"guards",577,461.51
"guards",577,292.32
"centers",382,615.61
"centers",382,436.84
"centers",240,280.47
"centers",240,280.47
"centers",240,280.47
"centers",240,423.1
"centers",240,423.1
"centers",240,423.1
"centers",362,421.19
"centers",362,304.85
"centers",429,604.77
"centers",429,537.48
"centers",429,358.2
"centers",429,634.79
"centers",429,532.22
"centers",536,736.6
"centers",536,598.79
"centers",536,429.53
"centers",536,709.06
"centers",536,638.69
"centers",518,652.36
"centers",518,541.05
"centers",518,365.5
"centers",518,642.53
"centers",518,566.33
"forwards",208,275.05
"forwards",208,175.53
"forwards",208,287.39
"forwards",208,196.54
"forwards",208,292.24
"forwards",208,187.8
"guards",355,302.57
"guards",355,217.38
"centers",200,217.49
"centers",200,217.49
"centers",200,217.49
"centers",200,324.75
"centers",200,324.75
"centers",200,324.75
"forwards",302,371.92
"forwards",302,250.32
"forwards",302,373.5
"guards",302,376.73
"guards",302,251.1
"guards",302,376.68
"forwards",302,392.2488893
"forwards",302,256.9933089
"forwards",302,408.1416695
"centers",302,389.25
"centers",302,258.22
"centers",201,233.16
"centers",201,233.16
"centers",201,233.16
"centers",201,344.74
"centers",201,344.74
"centers",201,344.74
"centers",201,388.17
"centers",201,388.17
"centers",201,388.17
"centers",201,445.89
"centers",201,445.89
"centers",201,445.89
"centers",201,471.01
"centers",201,471.01
"centers",201,471.01
"forwards",302,390.7
"forwards",302,271.2
"forwards",302,403.82
"forwards",302,284.6
"forwards",302,382.22
"forwards",302,265.87
"centers",329,395.68
"centers",329,289.76
"centers",518,520.54
"centers",518,365.13
"centers",518,713.02
"centers",518,551.62
"centers",518,647.15
"guards",449,410.66
"guards",449,251.86
"guards",449,390.89
"guards",449,508.49
"guards",449,515.51
"guards",449,374.66
"guards",449,436
"guards",449,259.39
"guards",449,390.23
"guards",449,542.09
"guards",449,532.26
"guards",429,435.39
"guards",429,265.99
"guards",436,294.63
"guards",436,210.68
"guards",523,565.9387899
"guards",523,306.3946063
"guards",577,565.46
"guards",577,478.99
"guards",577,282.5
"guards",577,578.83
"guards",577,423.93
"guards",577,465.13
"guards",577,275.16
"guards",621,562.9
"guards",621,319.91
"guards",621,316.0550386
"guards",621,575.6282879
"guards",329,352.39
"guards",329,233.64
"guards",429,404.49
"guards",429,260.91
"guards",536,448.57
"guards",536,275.95
"guards",536,385.12
"guards",536,504.08
"guards",536,565.72
"guards",621,511.74
"guards",621,304.99
"guards",201,308.38
"guards",201,194.06
"guards",201,312.34
"guards",201,195.73
"guards",302,218.81
"guards",302,330.16
"guards",416,372.98
"guards",416,233.71
"guards",416,351.03
"guards",416,466.65
"guards",416,413.25
"guards",563,344.37
"guards",563,557.51
"guards",70,289.23
"guards",70,235.74
"guards",70,151.8317607
"guards",70,197.2247986
"guards",451,546.41
"guards",451,333.09
"guards",148,279.44774
"guards",148,183.21717
"guards",148,267.51846
"guards",148,183.92905
"guards",168,309.35295
"guards",168,203.96331
"guards",168,301.8454522
"guards",168,209.1254691
"guards",143,184.23176
"guards",143,262.3794387
"guards",291,422.12296
"guards",291,278.29032
"guards",291,426.0291
"guards",291,283.77473
"guards",237,402.69605
"guards",237,254.15928
"guards",168,312.0739856
"guards",168,221.4244545
"guards",74,197.57017
"guards",74,145.49573
"guards",74,138.67102
"guards",74,179.9171549
"centers",166,277.71965
"centers",166,204.9471
"centers",166,290.48768
"centers",166,214.55972
"centers",224,341.92211
"centers",224,226.77512
"centers",148,291.30131
"centers",148,212.29167
"centers",148,270.17596
"centers",148,192.39054
"centers",168,295.42098
"centers",168,216.4332
"centers",148,279.74055
"centers",148,204.65414
"centers",168,303.75361
"centers",168,226.08964
"guards",301,243
"guards",301,187
"guards",325,417
"guards",325,254
"guards",325,403
"guards",325,249
"guards",325,434
"guards",325,266
"guards",330,395
"guards",330,242
"guards",330,370
"guards",330,235
"guards",330,410
"guards",330,252
"guards",330,402
"guards",330,257
"guards",330,400
"guards",330,252
"guards",301,242
"guards",301,185
"guards",301,232
"guards",301,168
"guards",301,237
"guards",301,174
"guards",328,360
"guards",328,217
"guards",328,360
"guards",328,218
"guards",328,353
"guards",328,214
"guards",328,358
"guards",328,213
"guards",328,365
"guards",328,228
"guards",328,367
"guards",328,225
"guards",328,357
"guards",328,216
"guards",328,357
"guards",328,215
"guards",328,382
"guards",328,238
"guards",328,385
"guards",328,235
"guards",328,379.290488
"guards",328,232.6634131
"guards",328,379.3905424
"guards",328,234.0686641
"guards",301,242
"guards",301,178
"guards",301,248
"guards",301,178
"guards",301,257
"guards",301,203
"guards",301,254
"guards",301,205
"guards",330,385.1874427
"guards",330,245.2058571
"guards",330,249.4591824
"guards",330,406.2852723
"guards",330,262
"guards",330,402
"guards",330,264
"guards",330,401
"guards",330,260
"guards",330,401
"guards",330,258
"guards",330,402
"guards",420,460
"guards",420,282
"guards",420,460
"guards",420,281
"guards",420,450
"guards",420,275
"guards",420,449
"guards",420,273
"guards",420,452
"guards",420,276
"guards",420,451
"guards",420,274
"guards",420,436
"guards",420,261
"guards",420,436
"guards",420,263
"guards",302,231
"guards",302,186
"guards",302,234
"guards",302,186
"guards",325,409
"guards",325,260
"guards",325,416
"guards",325,265
"guards",325,403
"guards",325,256
"centers",265,246
"centers",265,351
"centers",265,348
"centers",265,242
"centers",265,350
"centers",265,239
"centers",265,345
"centers",265,237
"centers",265,342
"centers",265,230
"centers",265,339
"centers",265,228
"centers",230,259
"centers",230,228
"centers",230,263
"centers",230,230
"centers",230,262
"centers",230,227
"centers",230,259
"centers",230,226
"centers",230,256
"centers",230,223
"centers",230,255
"centers",230,221
"centers",325,444
"centers",325,295
"centers",325,441
"centers",325,292
"centers",325,420
"centers",325,269
"centers",400,518
"centers",400,325
"centers",400,515.7618753
"centers",400,331.1656795
"centers",400,515
"centers",400,317
"centers",400,513
"centers",400,315
"centers",400,548
"centers",400,346
"centers",317,577
"centers",317,573
"centers",317,345
"centers",317,590
"centers",317,368
"centers",317,590
"centers",317,368
"guards",332,393
"guards",332,244
"guards",332,402
"guards",332,252
"guards",332,408
"guards",332,260
"guards",332,411
"guards",332,262
"guards",332,392
"guards",332,258
"guards",332,393
"guards",332,260
"guards",332,386
"guards",332,254
"guards",270,307
"guards",270,199
"guards",270,305
"guards",270,197
"guards",270,305
"guards",270,197
"centers",317,580
"centers",317,582
"centers",317,346
"centers",317,338
"centers",317,559
"centers",317,590
"centers",317,371
"centers",317,584
"centers",317,366
"centers",317,349
"centers",317,554
"centers",261,438
"centers",261,271
"centers",261,453
"centers",261,287
"centers",152,416
"centers",152,289
"centers",152,366
"centers",152,279
"centers",152,408
"centers",152,279
"centers",152,268
"centers",152,352
"centers",261,490
"centers",261,318
"centers",261,483
"centers",261,312
"centers",261,471
"centers",261,306
"centers",261,465
"centers",261,306
"centers",261,449
"centers",261,301
"centers",261,456
"centers",261,306
"centers",261,488
"centers",261,337
"centers",261,486
"centers",261,313
"centers",261,494
"centers",261,334
"centers",261,440
"centers",261,295
"centers",261,454
"centers",261,317
"centers",261,432
"centers",261,284
"centers",261,460
"centers",261,294
"centers",261,477
"centers",261,314
"centers",261,472.0171666
"centers",261,296.8075626
"centers",261,449
"centers",261,287
"guards",530,427
"guards",530,293
"guards",530,402
"guards",530,433
"guards",530,290
"guards",530,396
"guards",530,494
"guards",530,482
"guards",530,442
"guards",530,424
"guards",530,299
"guards",530,479
"guards",530,294
"guards",530,417
"guards",530,436
"guards",530,292
"guards",188,202
"guards",188,260
"guards",188,201
"guards",188,259
"guards",215,201
"guards",215,260
"guards",188,249.6500897
"guards",188,196.6164408
"guards",188,192
"guards",188,242
"guards",188,277
"guards",188,219
"guards",188,245
"guards",188,185
"guards",188,249
"guards",188,185
"guards",260,336
"guards",260,222
"guards",260,328
"guards",260,212
"guards",260,215
"guards",260,332
"guards",260,216.3253593
"guards",260,332.9544705
"centers",131,358
"centers",131,286
"centers",131,217
"guards",135,341
"guards",135,220
"guards",135,363
"guards",135,400
"guards",135,295
"centers",260,243
"centers",260,362
"centers",260,352
"centers",260,236
"centers",260,345
"centers",260,228
"centers",260,337
"centers",260,222
"centers",230,255
"centers",230,223
"centers",230,272
"centers",230,223
"centers",230,266
"centers",230,232
"centers",230,266
"centers",230,230
"centers",260,365
"centers",260,240
"centers",260,356
"centers",260,231
"centers",170,279
"centers",170,197
"centers",170,277
"centers",170,201
"centers",170,279
"centers",170,200
"centers",170,272
"centers",170,196
"centers",170,269
"centers",170,192
"centers",170,246
"centers",170,332
"centers",170,315
"centers",170,234
"centers",170,225
"centers",170,306
"guards",130,222
"guards",130,159
"guards",130,221
"guards",130,157
"guards",130,167.9074396
"guards",130,242.2364733
"guards",130,229
"guards",130,161
"guards",124,234
"guards",124,163
"guards",124,229
"guards",124,159
"centers",317,608
"centers",317,394
"centers",317,605
"centers",317,389
"centers",317,582
"centers",317,390
"guards",109,247
"guards",109,171
"guards",109,215
"guards",109,158
"guards",109,216
"guards",109,159
"guards",109,214
"guards",109,157
"guards",109,264
"guards",109,173
"guards",109,243
"guards",109,171
"guards",109,214
"guards",109,155
"guards",109,155
"guards",109,155
"centers",317,570
"centers",317,357
"centers",317,553
"centers",317,342
"centers",317,596
"centers",317,380
"centers",317,592
"centers",317,378
"centers",317,572
"centers",317,369
"centers",317,572
"centers",317,370
"centers",317,549
"centers",317,352
"centers",317,561
"centers",317,361
"centers",317,592
"centers",317,375
"centers",317,598
"centers",317,371
"centers",317,567
"centers",317,354
"centers",317,570
"centers",317,365
"centers",317,572
"centers",317,367
"centers",317,546
"centers",317,349
"centers",317,539
"centers",317,340
"centers",317,597
"centers",317,392
"centers",317,601
"centers",317,396
"centers",317,580
"centers",317,376
"centers",317,559
"centers",317,356
"guards",350,233.146011
"guards",350,375.8877374
"guards",350,349.27
"guards",350,224.8
"guards",350,371.89
"guards",350,232.67
"guards",350,368.27
"guards",350,237.22
"guards",350,352.37
"guards",350,229.01
"guards",350,344.61
"guards",350,230.8
"guards",350,379.4
"guards",350,241.74
"guards",350,373.5
"guards",350,244.48
"guards",350,358.62
"guards",350,236.05
"guards",350,353.23
"guards",350,237.92
"guards",400,383.59
"guards",400,240.54
"guards",400,367.11
"guards",400,241.65
"guards",400,388.17
"guards",400,246.47
"guards",400,382.2073781
"guards",400,243.8404598
"guards",430,386.18
"guards",430,249.39
"guards",430,374.84
"guards",430,247.71
"guards",430,398.05
"guards",430,251.16
"guards",430,386.11
"guards",430,246.65
"guards",430,254.32
"guards",430,396.87
"guards",430,391.83
"guards",430,253.61
"guards",430,412.3
"guards",430,254.75
"guards",430,395.4
"guards",430,251.76
"guards",350,372.03
"guards",350,233.98
"guards",350,367.31
"guards",350,235.27
"guards",350,348.02
"guards",350,224.53
"guards",350,336.13
"guards",350,225.75
"guards",400,378.45
"guards",400,233.34
"guards",400,367.14
"guards",400,236.37
"guards",400,361.03
"guards",400,234.26
"guards",400,379.07
"guards",400,238.89
"guards",400,371.61
"guards",400,240.71
"guards",400,372.22
"guards",400,234.24
"guards",430,392.47
"guards",430,244.65
"guards",430,369.69
"guards",430,244.45
"guards",430,396.27
"guards",430,244.2
"guards",430,382.65
"guards",430,243.36
"guards",475,488.42
"guards",475,313.54
"guards",350,386.36
"guards",350,243.89
"guards",350,368.85
"guards",350,240.85
"guards",400,395.98
"guards",400,250.44
"guards",400,379.63
"guards",400,247.74
"guards",560,429.45
"guards",560,261.95
"guards",560,398.74
"guards",560,259.56
"guards",887,309.158
"guards",887,257.77
"guards",265,319
"guards",265,198.07
"guards",265,343.45
"guards",265,214.17
"guards",315,359.2
"guards",315,231.21
"guards",315,338.04
"guards",315,212.41
"centers",420,419.99
"centers",420,260.42
"forwards",416,335.77
"forwards",416,263.31
"centers",520,306.41142
"centers",520,508.6615248
"guards",340,366.48
"guards",340,239.05
"guards",340,360.28
"guards",340,238.91
"guards",340,327.68
"guards",340,206.17
"guards",340,321.26
"guards",340,205.08
"centers",340,418.49
"centers",340,280.74
"centers",340,408.31
"centers",340,276.98
"centers",400,275.7519138
"centers",400,436.859293
"centers",400,423.3
"centers",400,273.5238934
"guards",310,396.34
"guards",310,228.14
"guards",310,379.09
"guards",310,227.56
"guards",310,405.76
"guards",310,237.46
"guards",310,382.03
"guards",310,235.79
"guards",420,416.79
"guards",420,238.17
"guards",420,394.88
"guards",420,238.88
"guards",420,426.68
"guards",420,241.66
"guards",420,400.73
"guards",420,239.2
"guards",440,472.3
"guards",440,264.49
"guards",440,448.14
"guards",440,264
"guards",416,307.4393684
"guards",416,216.2393528
"guards",520,483.26
"guards",520,265.88
"guards",520,444.94
"guards",520,262.02
"guards",520,487.13
"guards",520,267.34
"guards",520,451.13
"guards",520,267.42
"guards",262,472.84
"guards",262,443.291
"guards",262,185.650351
"guards",262,331.7543051
"guards",262,239.8490473
"guards",262,418.9087158
"guards",262,388.5249301
"guards",563,469.58
"guards",563,632.66
"guards",563,668.11
"guards",563,580.73
"guards",563,333.26
"guards",453,348.29
"guards",453,640.76
"guards",453,538.77
"guards",453,723.7
"guards",453,629.51
"guards",453,639.4
"guards",453,352.1
"guards",624,577.03
"guards",624,321.96
"guards",565,532.7471
"guards",565,294.82
"guards",565,630
"guards",565,300.1
"guards",565,603
"guards",565,580
"guards",565,299.31
"guards",565,561.7736
"guards",565,306.3778
"guards",200,281
"guards",200,187
"guards",200,281
"guards",200,185
"guards",200,324
"guards",200,212
"guards",200,323.632344
"guards",200,207.2262794
"forwards",250,231.34772
"forwards",250,301.1377168
"forwards",170,201.24268
"forwards",170,284.85855
"forwards",170,318.39521
"forwards",170,221.35827
"forwards",148,242.682069
"forwards",148,167.637145
"forwards",148,277.69205
"forwards",148,182.510202
"forwards",148,277.422815
"forwards",148,182.802824
"forwards",148,252.489991
"forwards",148,173.127756
"forwards",148,287.7495789
"forwards",148,189.2015424
"forwards",148,249.530565
"forwards",148,172.245183
"forwards",148,246.94113
"forwards",148,170.505461
"forwards",148,246.266472
"forwards",148,169.852526
"forwards",148,280.105894
"forwards",148,186.737682
"forwards",148,278.434205
"forwards",148,184.991567
"forwards",175,264.269239
"forwards",175,175.457088
"forwards",175,265.444926
"forwards",175,173.2208052
"forwards",175,262.546327
"forwards",175,175.67274
"forwards",175,261.601513
"forwards",175,173.462484
"forwards",256,354.897182
"forwards",256,219.579882
"forwards",175,275.680845
"forwards",175,191.582679
"forwards",175,274.336581
"forwards",175,189.87732
"forwards",175,274.719171
"forwards",175,190.680699
"forwards",175,272.969983
"forwards",175,191.49089
"forwards",256,358.702161
"forwards",256,232.512157
"forwards",256,358.702716
"forwards",256,232.164174
"forwards",268,438.489198
"forwards",268,296.332198
"forwards",268,305.2799194
"forwards",268,212.9527037
"forwards",268,330.17471
"forwards",268,223.340966
"forwards",305,416.377238
"forwards",305,274.557855
"forwards",148,264.927722
"forwards",148,186.535381
"forwards",148,207.515288
"forwards",148,304.2602215
"forwards",148,229.15252
"forwards",148,183.815048
"guards",154,222.8797967
"guards",154,207.6336408
"guards",154,163.9900708
"guards",154,161.0698881
"guards",154,249.8110679
"guards",154,204.0613311
"guards",154,233.999381
"guards",154,163.0416422
"guards",154,229.9453526
"guards",154,153.7546886
"guards",154,207.0008178
"guards",154,218.5061744
"guards",154,159.5902289
"guards",154,233.9752834
"guards",154,161.6669428
"guards",268,337.2546768
"guards",268,205.2658403
"guards",268,335.6663014
"guards",268,200.5143063
"guards",268,199.680422
"guards",268,333.8826326
"guards",268,333.8666163
"guards",268,199.8027067
"guards",306,450.3556386
"guards",306,357.6975722
"guards",306,341.6380123
"guards",306,441.8031814
"guards",306,369.1685158
"guards",306,227.3875218
"guards",306,360.5466625
"guards",306,337.3551852
"guards",306,446.6633264
"guards",306,226.7580584
"guards",306,444.3834207
"guards",306,357.5893276
"guards",306,334.918967
"guards",306,227.3380305
"guards",306,244.155431
"guards",306,362.118264
"guards",306,376.883887
"guards",306,365.0995443
"guards",306,243.9634281
"guards",306,375.1122492
"guards",306,361.3909655
"guards",306,244.7974278
"guards",306,377.3128842
"guards",306,454.5140022
"guards",306,449.577224
"guards",306,453.6662666
"guards",306,446.5117993
"guards",306,455.8083183
"guards",306,451.8759975
"guards",286,300.30772
"guards",286,293.76457
"guards",286,271.9626487
"guards",286,199.5633167
"guards",286,221.4555253
"guards",286,269.6515343
"guards",286,295.3992463
"guards",286,292.2064701
"guards",286,218.219106
"guards",286,198.2589483
"guards",286,279.9434888
"guards",286,318.0338112
"guards",286,297.4143893
"guards",286,231.3758624
"guards",286,203.39544
"centers",301,315.1462204
"centers",301,470.5790611
"guards",204,209.2162214
"guards",204,328.1403183
"guards",204,330.1986264
"guards",204,210.3634409
"guards",204,205.1378337
"guards",204,328.3615522
"guards",204,232.141214
"guards",204,349.5070434
"guards",204,348.4347436
"guards",204,232.0977479
"guards",204,347.7014157
"guards",204,350.2096168
"guards",204,231.5588206
"guards",204,327.5932197
"guards",204,205.7987209
"guards",306,457.4575183
"guards",306,381.0934176
"guards",306,381.0233325
"guards",306,257.5865546
"guards",306,464.3283502
"guards",306,382.8041722
"guards",306,254.6485244
"guards",306,373.6050199
"guards",306,379.6131476
"guards",306,254.4467122
"guards",306,373.2932194
"guards",306,367.6041009
"guards",306,247.0556177
"guards",306,373.1968112
"guards",306,368.3862307
"guards",306,245.2055908
"guards",306,371.7630912
"guards",306,248.1834234
"guards",306,369.3355336
"guards",306,369.8454643
"guards",306,235.1906137
"guards",306,364.4222017
"guards",306,234.2250862
"guards",306,363.698665
"guards",389,474.7375918
"guards",389,474.7375918
"guards",389,403.2814354
"guards",389,403.2814354
"guards",389,404.6156553
"guards",389,404.6156553
"guards",389,421.8792065
"guards",389,421.8792065
"guards",389,444.8623519
"guards",389,444.8623519
"centers",383,365.419759
"centers",383,569.1408499
"centers",383,591.792142
"centers",383,380.5613673
"centers",383,585.6735009
"centers",383,376.1819116
"centers",235,312.0911244
"centers",235,223.5632005
"centers",235,308.8945975
"centers",235,223.1791291
"centers",235,222.9851642
"centers",235,311.6661502
"centers",235,305.297214
"centers",235,216.5207023
"centers",235,305.6472217
"centers",235,219.6258546
"centers",235,219.5583503
"centers",235,309.6851886
"centers",235,225.4821693
"centers",235,314.6308531
"centers",235,315.4034913
"centers",235,225.955555
"centers",235,225.0659159
"centers",235,314.2814743
"centers",235,307.5248045
"centers",235,219.9037926
"centers",235,305.685047
"centers",235,218.8985734
"centers",235,217.1965938
"centers",235,307.7343384
"centers",235,248.203026
"centers",235,327.7916749
"centers",235,319.6166816
"centers",235,231.3132781
"centers",235,230.4571731
"centers",235,315.371684
"centers",235,242.5049756
"centers",235,320.8204425
"centers",235,315.7478533
"centers",235,232.1836458
"centers",235,316.200491
"centers",235,231.5337491
"centers",112,208.7136152
"centers",112,194.3704846
"centers",112,207.4558234
"centers",112,194.8886372
"centers",112,192.1302555
"centers",112,203.9969979
"centers",112,200.6978762
"centers",112,186.2487629
"centers",112,209.5908616
"centers",112,200.0404653
"centers",112,200.3295277
"centers",112,215.6322404
"centers",112,209.4102514
"centers",112,203.0984779
"centers",112,196.527687
"centers",112,210.1926328
"centers",112,204.8862389
"centers",112,200.6846045
"centers",112,207.5409845
"centers",112,199.6145945
"centers",112,207.371443
"centers",112,195.6481706
"centers",112,202.2642237
"guards",467,425.9731312
"guards",467,254.0324619
"guards",467,370.5714577
"guards",467,504.2435756
"guards",467,515.8309228
"centers",270,388.3262057
"centers",270,255.1497705
"centers",270,254.6989014
"centers",270,385.547168
"centers",270,262.5109038
"centers",270,392.003409
"centers",270,266.0268553
"centers",270,406.7382545
"centers",270,384.0578935
"centers",270,247.2431216
"centers",245,215.3292345
"centers",245,228.5139217
"centers",245,212.3015037
"centers",245,224.3584132
"centers",245,217.1822011
"centers",245,228.1586499
"centers",245,240.640399
"centers",245,228.9290923
"centers",245,218.7850873
"centers",245,228.1134174
"centers",245,221.2216137
"centers",245,228.0741092
"guards",94,229.2161468
"guards",94,238.6598324
"guards",94,250.4392063
"guards",94,182.1033485
"guards",94,148.9271432
"guards",179,199.7433482
"guards",179,298.0790531
"guards",179,301.0342168
"guards",179,201.51584
"guards",179,305.0087983
"guards",179,207.9455038
"guards",179,203.6412523
"guards",179,297.6336629
"centers",270,419.5139867
"centers",270,287.6307144
"centers",270,284.1626387
"centers",270,410.3566328
"centers",270,298.4722884
"centers",270,301.1149173
"centers",270,427.9323209
"centers",270,297.6840424
"centers",270,423.9784539
"guards",178,276.8714861
"guards",178,177.1747948
"guards",268,326.8024888
"guards",268,204.7727128
"guards",154,156.5325481
"guards",154,150.1595141
"guards",154,152.4829095
"guards",154,157.5352583
"guards",154,157.2902683
"guards",154,160.9587876
"guards",154,163.1150243
"guards",154,163.5234072
"guards",154,160.5298184
"guards",154,161.7857551
"guards",154,157.5538163
"guards",154,153.2413782
"guards",132,250.3427994
"guards",132,170.5522079
"guards",132,246.194405
"guards",132,170.949445
"guards",132,235.2674765
"guards",132,161.0592201
"guards",132,169.7427528
"guards",132,237.08629
"guards",132,160.9283447
"guards",132,228.4529608
"guards",132,165.4548297
"guards",132,237.5176731
"guards",140,219.3207439
"guards",140,156.0738786
"guards",140,225.6806788
"guards",140,151.049699
"guards",140,221.2463147
"guards",140,148.5198941
"guards",140,224.4844734
"guards",140,159.1790739
"guards",140,157.3190604
"centers",185,388.8461536
"centers",185,228.0797699
"centers",185,343.5914663
"centers",270,252.4895231
"centers",270,375.0060008
"centers",270,391.9383457
"centers",270,265.1114073
"centers",245,301.1286992
"centers",245,228.6757095
"centers",245,330.4280528
"centers",245,374.830263
"centers",245,228.9244194
"centers",245,341.6673586
"centers",245,297.6799338
"centers",245,341.6118825
"centers",245,276.4122688
"centers",245,227.360127
"centers",245,229.5593779
"centers",245,342.3769376
"centers",245,286.129681
"centers",245,336.7678694
"centers",245,229.4927334
"centers",245,229.5785282
"centers",245,290.0017833
"centers",245,225.7091997
"centers",245,336.2449833
"centers",245,342.2531992
"centers",245,231.0424187
"centers",245,226.4794635
"centers",245,318.1827732
"centers",245,334.7556791
"centers",245,288.6479894
"centers",245,226.9724329
"centers",381,362.4384054
"centers",381,551.6343522
"centers",381,546.0003696
"centers",381,358.7476822
"guards",98,130.8100637
"guards",98,128.6861186
"guards",98,130.0496473
"guards",98,134.0886982
"guards",98,130.1227932
"guards",98,133.1376316
"guards",98,122.8989144
"guards",98,125.7411575
"guards",98,121.8403342
"guards",98,126.8913116
"guards",98,121.938424
"guards",98,127.1332557
"guards",82,180.1866934
"guards",82,161.5399364
"guards",82,216.8729752
"guards",82,140.4235207
"guards",82,135.2641642
"guards",82,161.178781
"guards",82,183.5887652
"guards",82,195.5228137
"guards",82,132.9247938
"guards",82,124.2234292
"guards",82,176.3921595
"guards",82,151.9797156
"guards",82,209.3795917
"guards",82,128.8904908
"guards",82,130.6068412
"guards",82,173.5790302
"guards",82,148.8848493
"guards",82,186.3185698
"guards",82,123.567393
"guards",82,117.8270844
"guards",98,180.7904938
"guards",98,124.5113745
"guards",98,192.4553382
"guards",98,128.1080271
"guards",98,185.3097503
"guards",98,178.3447553
"guards",98,167.0471307
"guards",98,166.81201
"guards",98,130.8641573
"guards",98,126.4968349
"guards",98,187.4788977
"guards",98,187.0234522
"guards",98,167.2872239
"guards",98,121.7013991
"guards",98,128.2509624
"guards",98,148.3199728
"guards",98,157.9166662
"guards",98,158.466464
"guards",98,149.1677595
"guards",98,148.9344939
"guards",98,158.8428401
"guards",98,143.9604026
"guards",98,151.3337471
"guards",98,156.2051586
"guards",98,152.3818514
"guards",98,146.7277363
"guards",98,151.5842487
"guards",98,146.4749212
"centers",176,293.4932214
"centers",176,202.6738213
"centers",176,218.0924634
"centers",176,309.1145429
"centers",176,214.4620557
"centers",176,308.8751898
"centers",176,315.5786047
"centers",176,220.9918903
"centers",381,550.6731501
"centers",381,360.2279643
"centers",381,374.2080431
"centers",381,563.9616548
"centers",381,372.9322762
"centers",381,570.9815495
"centers",381,566.5345276
"centers",381,369.9306934
"centers",381,545.7767355
"centers",381,353.5823587
"centers",381,560.5876212
"centers",381,367.3482955
"centers",381,535.2212691
"centers",381,347.0574228
"centers",266,255.0882384
"centers",266,390.839085
"centers",266,256.8443572
"centers",266,386.4440785
"centers",266,273.4205755
"centers",266,430.2261923
"centers",236,428.3006323
"centers",236,309.4190335
"centers",236,418.1035893
"centers",236,298.0902581
"centers",236,410.2459266
"centers",236,296.144416
"centers",236,435.5640136
"centers",236,305.9304139
"centers",159,247.9721758
"centers",159,365.1587192
"centers",159,393.1034376
"centers",159,378.9298571
"centers",159,240.9574472
"centers",159,333.8859737
"centers",236,309.4667811
"centers",236,446.8040592
"centers",236,341.7516556
"centers",236,464.3173754
"centers",236,324.8807891
"centers",236,451.8744676
"centers",159,283.0500631
"centers",159,392.2540822
"centers",159,448.3155279
"centers",159,286.288428
"centers",159,447.9154548
"centers",159,380.9535338
"centers",381,524.5673731
"centers",381,350.0282956
"centers",310,336.2534306
"centers",310,482.800185
"centers",310,335.6415779
"centers",310,480.8360319
"centers",381,560.4281712
"centers",381,385.1262576
"centers",381,384.8121182
"centers",381,556.5503131
"centers",381,404.3867603
"centers",381,538.6599919
"centers",381,376.3958523
"centers",310,353.6164171
"centers",310,511.0525462
"centers",310,346.3087181
"centers",310,510.8076097
"centers",381,558.6622895
"centers",381,548.7518885
"centers",381,364.1309207
"centers",381,546.0561102
"centers",381,354.0586481
"centers",381,522.8810617
"centers",381,361.9833432
"centers",381,532.6889327
"centers",381,349.1894346
"centers",381,512.903377
"centers",381,541.0865118
"centers",268,374.2102674
"centers",268,244.0512138
"centers",181,346.2512591
"centers",181,222.5458783
"centers",181,375.018269
"centers",268,252.2302394
"centers",268,384.3661546
"centers",181,370.9030359
"centers",181,220.9986816
"centers",181,339.8341974
"guards",106,175.8659619
"guards",106,175.0186133
"guards",106,223.6061942
"guards",106,222.2331111
"guards",106,169.0826248
"guards",106,166.0793413
"guards",106,221.1217613
"guards",208,363
"guards",208,219
"guards",208,415
"guards",208,305.9465162
"guards",208,314.2450592
"guards",208,306
"guards",208,209
"guards",208,321
"guards",208,380
"guards",208,335
"guards",210,304
"guards",210,202
"guards",210,295
"guards",210,389
"guards",210,345
"guards",208,208
"guards",208,305
"guards",208,390
"guards",208,368
"guards",208,323
"guards",208,319
"guards",208,306
"guards",208,393
"guards",208,341
"guards",208,200
"guards",208,209
"guards",208,356
"guards",208,365
"guards",208,324
"guards",208,308
"guards",208,204
"guards",208,306
"guards",208,412
"guards",208,359
"guards",208,320
"guards",208,219
"guards",208,327
"guards",208,410
"guards",208,314
"guards",208,370
"guards",208,308
"guards",208,216
"guards",208,318
"guards",208,343
"guards",208,339
"guards",210,396
"guards",210,200
"guards",210,299
"guards",210,347
"guards",210,300
"guards",170,291
"guards",170,191
"guards",170,290
"guards",170,192
"guards",200,307
"guards",200,391
"guards",200,367
"guards",200,328
"guards",200,210
"guards",200,314
"guards",200,432
"guards",200,358
"guards",200,321
"guards",200,213
"guards",210,359
"guards",210,293
"guards",210,382
"guards",210,315
"guards",210,197
"guards",210,353
"guards",210,317
"guards",210,287
"guards",210,412
"guards",210,199
"guards",170,277
"guards",170,192
"guards",170,286
"guards",170,195
"guards",115,283
"guards",115,296
"guards",115,333
"guards",150,155
"guards",150,205
"guards",150,136.3984078
"guards",280,386
"guards",280,429
"guards",280,372
"guards",280,238
"guards",280,341
"guards",200,304
"guards",200,382
"guards",200,376
"guards",200,326
"guards",200,204
"guards",200,344
